"ARTNR";"ARTIKEL1";"ARTIKEL2";"EK";"VK";"VKI";"ME";"EINGABE";"MWST";"ARTGRU";"SKOSTEN";"SPEICHER";"STUECK";"PREIS1";"FK5";"VKI1";"LANGTEXT";"FIBUKTO";"FELD1";"FELD2";"FELD3";"LIEFERANT";"ARTIKELART";"ZULIEFERER";"MATCHCODE";"TRAFFIC";"ONLINEART";"ANZAHLPOP";"ANZAHLEMAIL";"ANZAHLFTP";"ANZAHLSUBDOMAINS";"MYSQLDATABASE";"WILDCARDSUB";"FTPJA";"PHPJA";"CGIJA";"SSIJA";"STATIJA";"PWVERZJA";"FEHLERSEITENJA";"WEBFTPJA";"WEBMAILJA";"PHPUPLOAD";"WAP";"SHELLZUGRIFF";"DIRECTLIST";"AUTORESPONDER";"BESTAND";"FREIDOMS";"PROVFAEHIG";"PROVISION"
"PG-VN";"Nachnahmezuschlag Versand Inland";"";4;2,5862;3,0776;"";"14.07.2004 16:52:32";19;"360";"";"";0;2,5862;;3;"";"";"E";"N";"";"einmalig";"N";"Private Games GmbH";"";"";"";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-34;;"";
"PC";"PC System";"";;0;0;"";"19.07.2004 16:40:19";19;"500";"";"";0;0;;0;"";"";"E";"N";"";"einmalig";"N";"";"";"";"";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-1;;"";
"CLICK-E";"Bannerklick Erotik";"";;0;0;"";"20.07.2004 14:58:15";19;"340";"";"";0;0;;0;"";"";"E";"N";"";"einmalig";"N";"";"";"";"";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-3;;"";
"REG-GR2";".gr Registrierung 2jährig";"";;45;53,55;"";"29.08.2006 17:29:45";19;"300";"";"";0;40;;46,4;"";"";"Z";"N";"";"zweijährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-2;;"N";
"SER";"Allgemeine Dienstleistung";"";;0;0;"";"15.09.2004 12:09:57";19;"200";"";"";3;0;;0;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-30;;"N";
"SERV-D";"dedizierte Servermaschine";"";85,34;200;238;"";"28.07.2004 11:37:29";19;"310";"";"";21;;;;"";"";"J";"N";"";"monatlich";"N";"1&1 Internet AG";"";"";"";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-77;;"";
"DOM-V";"Domainverkauf";"";0;0;0;"";"05.08.2004 17:56:37";19;"360";"";"";0;0;;0;"";"";"E";"N";"";"einmalig";"N";"";"";"";"";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-3;;"";
"SET-SD";"Einrichtung dedizierte Servermaschine";"";85,34;140;166,6;"";"28.07.2004 11:40:34";19;"310";"";"";0;140;;162,4;"";"";"E";"N";"";"einmalig";"N";"1&1 Internet AG";"";"";"";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-6;;"";
"CONS";"Beratung";"";;0;0;"";"30.07.2004 15:00:46";19;"350";"";"";0;0;;0;"";"";"E";"N";"";"einmalig";"N";"";"";"";"";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-4;;"";
"SOF-VBB-U";"VBulletinBoard - Update";"";24,45;24,45;29,0955;"";"09.08.2004 12:35:59";19;"370";"";"";0;24,4483;;28,36;"";"";"E";"N";"";"einmalig";"N";"";"";"";"";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-1;;"";
"HW";"Hardware";"";0;0;0;"";"13.08.2004 12:20:31";19;"380";"";"";0;0;;0;"";"";"E";"N";"";"einmalig";"N";"";"";"";"";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-11;;"";
"PP-S";"Provisionen - Sonstige";"";;0;0;"";"18.08.2004 16:49:32";19;"500";"";"";0;0;;0;"";"";"E";"N";"";"einmalig";"N";"";"";"";"";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-2;;"";
"RECH-M";"Recherche E-Mailproblem";"";;5;5,95;"";"01.09.2004 11:58:48";19;"350";"";"";0;5;;5,8;"";"";"E";"N";"";"einmalig";"N";"";"";"";"";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-30;;"";
"PG-2016-CH";"Phantasms";"";;52,6;62,594;"";"03.09.2004 11:37:04";19;"620";"";"";0;52,6034;;61,0199;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-1;;"N";
"REG-INFO-P";".info Registrierung Sonderaktion";"";0;1;1,19;"";"06.09.2004 12:52:09";19;"300";"";"";0;1;;1,16;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-101;;"N";
"HOS-B";"Backup Hosting";"";;3;3,57;"";"11.10.2004 10:27:05";19;"310";"";"";3;3;;3,48;"";"";"J";"N";"";"monatlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-29;;"N";
"REG-DE-CH";".de Registrierung";"";;17,8;21,182;"";"08.09.2005 13:34:02";19;"300";"";"";0;17,8017;;20,65;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-2;;"N";
"MX-2";"Fallback MX";"";;0;0;"";"14.10.2004 11:25:09";19;"310";"";"";0;0;;0;"";"";"J";"N";"";"monatlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-4;;"N";
"REG-SC";".sc Registrierung";"";;45;53,55;"";"04.12.2006 14:35:24";19;"100";"";"";0;34,3017;;39,79;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-3;;"N";
"PG-2022";"Dreh' die Buddel";"";;42,24;50,2656;"";"16.11.2004 16:24:41";19;"360";"";"";0;42,2414;;49;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-2;;"N";
"PG-2025";"Partnerschaftskalender";"";;12,93;15,3867;"";"01.12.2004 15:27:59";19;"360";"";"";0;12,931;;15;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-1;;"N";
"PG-2016";"Phantasms";"";;34,48;41,0312;"";"01.12.2004 15:28:43";19;"360";"";"";0;34,4828;;40;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-2;;"N";
"SCWERB";"Werbepauschale swingerclubs.com";"";;0;0;"";"10.01.2006 11:22:00";19;"340";"";"";0;0;;0;"";"";"J";"N";"";"monatlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-15;;"N";
"CLICK-B";"Werbeklick Bannerwerbung";"";;0,05;0,0595;"";"03.01.2005 15:00:56";19;"500";"";"";0;0,0517;;0,06;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-211;;"N";
"PG-2021-CH";"Swinger 2000";"";;66;78,54;"";"03.12.2004 17:47:12";19;"360";"";"";0;66;;76,56;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-1;;"N";
"CLICK-T";"Werbeklick Textlink";"";;0,05;0,0595;"";"03.01.2005 15:01:33";19;"500";"";"";0;0,0517;;0,06;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-3471;;"N";
"SC-W";"Werbung swingerclubs.de";"";;0;0;"";"20.01.2005 10:11:35";19;"340";"";"";0;0;;0;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-12;;"N";
"HOS-RPO";"Professional Hosting";"";;17,46;20,7774;"";"04.03.2005 11:48:54";19;"310";"";"";4;17,4569;;20,25;"";"";"J";"N";"";"monatlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-26;;"N";
"REG-BZ";".bz Registrierung";"";;14;16,66;"";"12.04.2005 09:41:38";19;"300";"";"";0;14;;16,24;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-1;;"N";
"PG-2026";"Herzbox";"";;21,55;25,6445;"";"07.03.2005 15:57:53";19;"340";"";"";0;21,5517;;25;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-1;;"N";
"PG-2010";"Pantomime Erotika";"";;42,24;50,2656;"";"07.03.2005 16:08:19";19;"340";"";"";0;42,2414;;49;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-1;;"N";
"REG-NET-CH";".net Registrierung";"";;17,12;20,3728;"";"23.03.2005 13:42:41";19;"300";"";"";0;17,1207;;19,86;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-5;;"N";
"PG-2007";"Frag mich was";"";;21,55;25,6445;"";"11.05.2005 15:51:02";19;"340";"";"";0;21,5517;;25;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-4;;"N";
"PG-2004";"Domipopo";"";;17,24;20,5156;"";"11.05.2005 15:50:48";19;"360";"";"";0;17,2414;;20;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-1;;"N";
"REG-NL";".nl Registrierung";"";;23;27,37;"";"08.07.2005 17:46:59";19;"300";"";"";7;23;;26,68;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-12;;"N";
"REG-SE";".se Registrierung";"";;31,8;37,842;"";"08.07.2005 17:47:34";19;"300";"";"";2;31,8017;;36,89;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-6;;"N";
"SET-16";"";"";;380;440,8;"";"16.01.2007 17:25:42";16;"";"";"";1;;;;"";"";"J";"N";"";"monatlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-1;;"N";
"REG-DK";".dk Registrierung";"";;28;33,32;"";"08.07.2005 17:47:58";19;"300";"";"";1;28;;32,48;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-5;;"N";
"REG-GR";".gr Registrierung";"";;31;36,89;"";"08.07.2005 17:48:25";19;"300";"";"";3;31;;35,96;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-5;;"N";
"REG-IN";".in Registrierung";"";;15,5;18,445;"";"08.07.2005 17:48:54";19;"300";"";"";3;15,5;;17,98;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-8;;"N";
"REG-BE";".be Registrierung";"";;10,4;12,376;"";"08.07.2005 17:51:27";19;"300";"";"";4;10,3966;;12,0601;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-8;;"N";
"SET-DK";".dk Einrichtung";"";;25;29,75;"";"08.07.2005 17:52:19";19;"300";"";"";1;25;;29;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-4;;"N";
"SET-GR";".gr Einrichtung";"";;38;45,22;"";"08.07.2005 17:52:47";19;"300";"";"";0;38;;44,08;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-1;;"N";
"REG-PL";".pl Registrierung";"";38;53,2;63,308;"";"28.09.2005 17:08:11";19;"300";"";"";6;41;;47,56;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-18;;"N";
"RES1";"Resellerkontingent 1";"";;15;17,85;"";"15.12.2005 15:16:19";19;"310";"";"";4;15;;17,4;"";"";"J";"N";"";"monatlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-13;;"N";
"PRE-EU2";".eu Vorregistrierung Sunrise 2";"";100;110;130,9;"";"26.02.2006 15:55:14";19;"100";"";"";0;110;;127,6;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-6;;"N";
"EU-ANZ";".eu Registrierung Landrush Anzahlung";"";;1,35;1,6065;"";"13.02.2006 11:29:14";19;"100";"";"";0;1,3534;;1,5699;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-2499;;"N";
"SSL";"SSL Zertifikat";"";35;120;142,8;"";"24.04.2006 11:54:51";19;"310";"";"";1;120;;139,2;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-2;;"N";
"DE-KK";"Transfer .de Domain";"";3,8;4;4,76;"";"14.04.2006 23:06:55";19;"100";"";"";0;4;;4,64;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-3;;"N";
"SERV-V";"virtueller Root-Server";"";;17;20,23;"";"04.05.2006 13:45:19";19;"310";"";"";8;17;;19,72;"";"";"J";"N";"";"monatlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-17;;"N";
"BOR";"Onlinewerbung www.borussia-online.de";"";;50;59,5;"";"18.08.2006 14:09:26";19;"500";"";"";4;;;;"";"";"J";"N";"";"monatlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-8,5;;"N";
"REG-COIL2";".co.il Registrierung 2jährig";"";45;90;107,1;"";"28.09.2006 12:12:28";19;"100";"";"";2;70;;81,2;"";"";"Z";"N";"";"zweijährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-4;;"N";
"REG-CZ";".cz Registrierung";"";45;56;66,64;"";"18.09.2006 13:19:35";19;"";"";"";2;50;;58;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-4;;"N";
"SET-BY";".by Einrichtung";"";40;60;71,4;"";"28.09.2006 12:15:52";19;"100";"";"";0;50;;58;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-2;;"N";
"REG-BY3";".by Registrierung 3jährig";"";120;195;232,05;"";"28.09.2006 12:15:27";19;"100";"";"";0;165;;191,4;"";"";"D";"N";"";"dreijährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-2;;"N";
"PP-16";"Partnerprovision";"";;;;"";"17.01.2007 13:41:11";16;"";"";"";1;;;;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-1;;"N";
"REG-LT";".lt Registrierung";"";54;65;77,35;"";"18.09.2006 13:20:21";19;"100";"";"";2;60;;69,6;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-4;;"N";
"SET-LT";".lt Einrichtung";"";36;45;53,55;"";"18.09.2006 13:20:59";19;"100";"";"";0;40;;46,4;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";;;"N";
"REG-SK";".sk Registrierung";"";34,2;45;53,55;"";"18.09.2006 13:22:02";19;"100";"";"";2;40;;46,4;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-4;;"N";
"REG-LV";".lv Registrierung";"";49,5;120;142,8;"";"13.04.2007 12:31:35";19;"100";"";"";2;110;;130,9;"";"";"Z";"N";"";"zweijährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-4;;"N";
"REG-RO";".ro Registrierung";"";52,2;65;77,35;"";"18.09.2006 14:28:44";19;"100";"";"";2;59;;68,44;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-4;;"N";
"REG-COZA";".co.za Registrierung";"";5,2;20;23,8;"";"25.09.2006 13:43:35";19;"100";"";"";0;15;;17,4;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-6;;"N";
"REG-AE3";".ae Registrierung 3jährig";"";85,1;150;178,5;"";"25.09.2006 13:49:09";19;"100";"";"";0;110;;127,6;"";"";"D";"N";"";"dreijährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-2;;"N";
"PRE-EU-NL";".eu Vormerkung New Landrush";"";5;8;9,52;"";"25.09.2006 16:43:13";19;"100";"";"";0;6;;6,96;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-1;;"N";
"RES-TV";"Wiederherstellung .tv Domain";"";;100;119;"";"16.10.2006 16:46:55";19;"100";"";"";0;100;;116;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-1;;"N";
"REG-CONZ";".co.nz Registrierung";"";15;30;35,7;"";"28.09.2006 12:21:34";19;"100";"";"";0;20;;23,2;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-2;;"N";
"REG-PH2";".ph Registrierung 2jährig";"";56;120;142,8;"";"28.09.2006 12:25:34";19;"100";"";"";0;90;;104,4;"";"";"Z";"N";"";"zweijährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-2;;"N";
"REG-COMMX";".com.mx Registrierung";"";28;55;65,45;"";"28.09.2006 13:37:33";19;"100";"";"";0;40;;46,4;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-4;;"N";
"REG-TW";".tw Registrierung";"";27;45;53,55;"";"28.09.2006 15:15:22";19;"100";"";"";0;40;;46,4;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-2;;"N";
"SET-INFO";".info Setup";"";;-5;-5,95;"";"06.02.2007 10:08:41";19;"300";"";"";9;-5;;-5,95;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-9;;"N";
"REG-MOBI";".mobi Registrierung";"";;18;21,42;"";"06.02.2007 11:10:16";19;"300";"";"";1;16;;19,04;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-1;;"N";
"SET-NL";".nl Einrichtungsgebühr";"";;5;5,95;"";"22.02.2007 11:56:20";19;"100";"";"";2;1,4;;1,666;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-2;;"N";
"HOS-P16";"Hostingpauschale";"";;11,85;13,746;"";"07.03.2007 14:54:26";16;"";"";"";3;;;;"";"";"E";"N";"";"einmalig";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-3;;"N";
"REG-CHK";".ch Registrierung";"";;20;23,8;"";"09.03.2007 10:30:51";19;"";"";"";12;20;;23,8;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-12;;"N";
"REG-BE16";".be Registrierung";"";;12;13,92;"";"11.04.2007 16:52:38";16;"300";"";"";1;12;;13,92;"";"";"G";"N";"";"jährlich";"N";"";"";"";"N";"";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N";"";-1;;"N";
